-77.03876138,38.88437388
-76.4833,45.6
-83.2961,36.2106
153.4267,-28.0016
-118.0076,33.6638
-79.3872,43.648
-86.66966836,36.12880528
-117.5655,33.8752
151.20797,-33.86751
-0.4350973,54.2784898
-76.68533,39.351
-84.25451,30.50538
4.81014,52.48782
-96.0971,29.3169
-78.6358,35.7772
116.13012518,0.51618985
-86.775194,36.161907
-86.159,39.7685
-80.192,25.7752
-79.82689755,36.08149655
-74.00909502,40.73954174
-96.44249651,32.89248445
-87.62376019,41.8955149
-82.4558,27.9473
-78.6358,35.7772
-81.0379,29.2073
-122.20511,47.47515
-117.566,33.8753
101.71382904,3.0690491
-119.538259,39.913219
-80.1341,25.813
-86.775194,36.161907
-86.7837,36.1651
-118.243,34.0522
151.17454426,-33.80895663
-74.0064,40.7142
-77.0367,38.8951
151.6934311,-32.9227223
-74.089083,40.7146424
-89.8667,20.75
-87.9697,41.8772
-100,31
-96.7977,32.7774
-118.243,34.0522
-90.08839203,29.97255079
-84.1706,33.8079
-79.3872,43.648
-94.15791,36.0632
-87.7459,41.96032
-83.989802,33.950476
-118.26243695,34.0535568
-156.33333333,20.8
-116.54714302,33.80657959
-73.98578636,40.7276848
-115.16116862,36.10723696
-118.243,34.0522
-97.49628067,25.9017345
-80.3114,43.3581
-74.4064,40.9038
116.13012518,0.51618985
-73.98800343,40.74220362
-0.2612,6.0955
-122.419,37.7793
-86.37708,32.51748
-80.3417,33.9203
-122.1786,47.1711
-73.4949,41.1468
-80.192,25.7752
-1.5491,53.7998
-76.499,42.4386
-87.42686696,36.58659171
-97.3332,32.7574
-118.26213,33.77303
0.59806424,50.87292749
-71.2406749,42.61434548
-76.499,42.4386
88.4154,22.584
-111.96928,43.46761
-118.29205467,34.10514217
-73.79642,40.70713
-75.1651,39.9527
-9.42637259,52.97170572
-81.3775,28.5421
-114.09035933,53.39520264
-117.1585,32.7155
-87.632496,41.883222
77.04795022,28.59676379
-90.54521247,38.5926035
-117.58,33.88
-86.0113,40.0456
77,21
76.9667,11
-119.8166479,39.54046839
-117.58,33.88
-117.58,33.88
-73.92358,40.70601
122.8684472,0.78849395
-117.568468,33.882369
-118.243,34.0522
106.81456817,-6.61194901
9.16527,45.48387
-72.675597,41.767085
153.06201,-27.37552
-86.8679,35.9245
-80.22482778,25.83180278
-85.7554,38.2525
-90.1775,29.9978
-82.4502,27.1
-118.243,34.0522
-74.0064,40.7142
-118.55,34.2752
-74.0064,40.7142
-121.9075,36.98138889
-88.081629,41.526855
-118.243,34.0522
-83.0507,42.3368
-118.243,34.0522
